detection_timestamp,confidence,event
2020-12-30 13:27:19.827000+00:00,0.731818438,Exit
2020-12-30 13:27:20.752000+00:00,0.731818438,Enter
2020-12-30 13:27:25.769000+00:00,0.679937124,Enter
2020-12-30 13:27:46.162000+00:00,0.734403789,Exit
2020-12-30 13:27:46.555000+00:00,0.685576975,Enter
2020-12-30 13:27:57.051000+00:00,0.67726779,Enter
2020-12-30 13:27:58.174000+00:00,0.68004632,Exit
2020-12-30 13:28:14.277000+00:00,0.724237144,Enter
2020-12-30 13:28:20.017000+00:00,0.765314996,Exit
2020-12-30 13:28:40.214000+00:00,0.665335059,Enter
2020-12-30 13:33:40.449000+00:00,0.66246736,Enter
2020-12-30 13:39:24.903000+00:00,0.74063772,Enter
2020-12-30 14:12:03.716000+00:00,0.560982585,Enter
2020-12-30 14:13:11.961000+00:00,0.493359894,Exit
2020-12-30 14:13:12.025000+00:00,0.75829345,Enter
2020-12-30 14:13:21.926000+00:00,0.661797941,Enter
2020-12-30 14:37:35.113000+00:00,0.691570044,Exit
2020-12-30 14:37:35.245000+00:00,0.769404054,Enter
2020-12-30 14:37:45.808000+00:00,0.667103052,Exit
2020-12-30 14:37:47.130000+00:00,0.686050475,Exit
2020-12-30 14:41:51.130000+00:00,0.72366035,Enter
2020-12-30 14:50:55.033000+00:00,0.723801792,Enter
2020-12-30 14:50:55.165000+00:00,0.732251585,Exit
2020-12-30 14:50:56.156000+00:00,0.707330883,Enter
2020-12-30 15:00:54.513000+00:00,0.686250269,Enter
2020-12-30 15:18:25.165000+00:00,0.528397024,Exit
2020-12-30 15:18:25.498000+00:00,0.740592718,Enter
2020-12-30 15:18:32.227000+00:00,0.674136877,Enter
2020-12-30 15:39:13.886000+00:00,0.677733779,Enter
2020-12-30 15:53:36.110000+00:00,0.754577041,Exit
2020-12-30 15:53:51.424000+00:00,0.713175714,Enter
2020-12-30 15:53:53.006000+00:00,0.704306543,Enter
2020-12-30 16:15:07.138000+00:00,0.709445894,Exit
2020-12-30 16:15:10.173000+00:00,0.700320721,Enter
2020-12-30 16:15:13.077000+00:00,0.694392264,Enter
2020-12-30 16:15:20.996000+00:00,0.72040236,Enter
2020-12-30 16:17:53.190000+00:00,0.739199758,Exit
2020-12-30 16:19:17.409000+00:00,0.736909807,Enter
2020-12-30 16:19:55.226000+00:00,0.737281859,Exit
2020-12-30 16:23:02.269000+00:00,0.669559896,Enter
2020-12-30 16:23:46.887000+00:00,0.710943341,Exit
2020-12-30 16:29:56.158000+00:00,0.699116886,Enter
2020-12-30 16:30:18.532000+00:00,0.699557483,Enter
2020-12-30 16:37:10.700000+00:00,0.719192863,Exit
2020-12-30 16:37:12.680000+00:00,0.682376027,Exit
2020-12-30 16:37:21.657000+00:00,0.755216062,Enter
2020-12-30 16:39:17.488000+00:00,0.711637914,Enter
2020-12-30 16:40:14.645000+00:00,0.6954301,Enter
2020-12-30 16:40:36.160000+00:00,0.743523777,Enter
2020-12-30 16:41:05.331000+00:00,0.697736084,Enter
2020-12-30 16:41:43.480000+00:00,0.670332134,Enter
2020-12-30 16:41:45.721000+00:00,0.71040082,Enter
2020-12-30 16:41:59.484000+00:00,0.743389189,Exit
2020-12-30 16:41:59.548000+00:00,0.714904904,Enter
2020-12-30 16:42:00.143000+00:00,0.714904904,Exit
2020-12-30 16:42:04.499000+00:00,0.728095055,Enter
2020-12-30 16:45:02.471000+00:00,0.765931368,Enter
2020-12-30 16:45:44.312000+00:00,0.716801822,Exit
2020-12-30 16:45:44.645000+00:00,0.694997966,Enter
2020-12-30 16:47:06.450000+00:00,0.719129384,Exit
2020-12-30 16:47:09.287000+00:00,0.742842734,Enter
2020-12-30 16:47:09.419000+00:00,0.738125086,Exit
2020-12-30 16:47:18.232000+00:00,0.689958751,Enter
2020-12-30 16:47:50.307000+00:00,0.699066997,Enter
2020-12-30 16:47:51.293000+00:00,0.63622117,Exit
2020-12-30 16:47:59.218000+00:00,0.755766749,Enter
2020-12-30 16:48:19.216000+00:00,0.711543262,Exit
2020-12-30 16:48:26.804000+00:00,0.695589304,Enter
2020-12-30 16:48:35.386000+00:00,0.70658493,Enter
2020-12-30 16:49:14.456000+00:00,0.657322109,Exit
2020-12-30 16:49:15.841000+00:00,0.689506829,Enter
2020-12-30 16:49:32.871000+00:00,0.652454019,Exit
2020-12-30 16:49:33.268000+00:00,0.6088413,Enter
2020-12-30 16:49:34.059000+00:00,0.6088413,Exit
2020-12-30 16:53:09.349000+00:00,0.742745757,Enter
2020-12-30 16:53:11.067000+00:00,0.744432151,Exit
2020-12-30 16:53:17.801000+00:00,0.752077401,Enter
2020-12-30 16:53:48.685000+00:00,0.709624827,Exit
2020-12-30 16:53:51.656000+00:00,0.746015668,Enter
2020-12-30 16:53:59.575000+00:00,0.715193987,Exit
2020-12-30 16:54:11.623000+00:00,0.748553038,Exit
2020-12-30 16:54:12.680000+00:00,0.613366365,Enter
2020-12-30 16:54:14.360000+00:00,0.735396862,Exit
2020-12-30 16:54:14.425000+00:00,0.666800797,Enter
2020-12-30 16:54:29.211000+00:00,0.747783899,Exit
2020-12-30 16:54:29.277000+00:00,0.742811382,Enter
2020-12-30 16:54:30.001000+00:00,0.742811382,Exit
2020-12-30 16:54:40.035000+00:00,0.75316906,Enter
2020-12-30 16:54:42.443000+00:00,0.672157764,Enter
2020-12-30 16:54:43.235000+00:00,0.748842955,Enter
2020-12-30 16:54:48.715000+00:00,0.640711308,Enter
2020-12-30 16:54:57.690000+00:00,0.720589995,Enter
2020-12-30 16:55:04.917000+00:00,0.707122564,Exit
2020-12-30 16:55:09.601000+00:00,0.74095273,Enter
2020-12-30 16:55:13.203000+00:00,0.628636837,Enter
2020-12-30 16:55:13.268000+00:00,0.628636837,Exit
2020-12-30 16:55:13.399000+00:00,0.628636837,Enter
2020-12-30 16:55:23.429000+00:00,0.700531125,Enter
2020-12-30 16:55:32.106000+00:00,0.70780009,Enter
2020-12-30 16:55:32.241000+00:00,0.681873262,Exit
2020-12-30 16:55:32.999000+00:00,0.717610478,Enter
2020-12-30 16:55:41.017000+00:00,0.721023679,Enter
2020-12-30 16:55:50.159000+00:00,0.771571517,Enter
2020-12-30 16:56:01.382000+00:00,0.714857221,Enter
2020-12-30 16:56:14.909000+00:00,0.722842336,Enter
2020-12-30 16:56:19.664000+00:00,0.729045212,Enter
2020-12-30 16:56:34.711000+00:00,0.714004397,Enter
2020-12-30 16:56:37.152000+00:00,0.644333184,Enter
2020-12-30 16:56:40.814000+00:00,0.658004224,Enter
2020-12-30 16:56:44.744000+00:00,0.678826749,Enter
2020-12-30 16:56:44.907000+00:00,0.749823689,Enter
2020-12-30 16:56:46.394000+00:00,0.613475561,Enter
2020-12-30 16:56:50.022000+00:00,0.637383699,Enter
2020-12-30 16:56:52.201000+00:00,0.641301036,Enter
2020-12-30 16:56:52.463000+00:00,0.70096302,Exit
2020-12-30 16:57:19.722000+00:00,0.704537451,Enter
2020-12-30 16:57:24.607000+00:00,0.744687021,Enter
2020-12-30 16:57:34.836000+00:00,0.698706925,Enter
2020-12-30 16:57:54.902000+00:00,0.601726532,Enter
2020-12-30 16:57:55.692000+00:00,0.708894491,Enter
2020-12-30 16:58:20.275000+00:00,0.737228155,Exit
2020-12-30 16:58:37.206000+00:00,0.612997472,Enter
2020-12-30 16:58:38.459000+00:00,0.641977251,Enter
2020-12-30 16:58:41.168000+00:00,0.622549236,Enter
2020-12-30 16:58:50.372000+00:00,0.743300378,Exit
2020-12-30 16:59:13.869000+00:00,0.672660768,Enter
2020-12-30 16:59:25.651000+00:00,0.71766597,Enter
2020-12-30 17:00:21.780000+00:00,0.755386829,Exit
2020-12-30 17:00:26.041000+00:00,0.761035025,Enter
2020-12-30 17:00:40.461000+00:00,0.74305433,Exit
2020-12-30 17:00:44.258000+00:00,0.672953069,Enter
2020-12-30 17:01:06.894000+00:00,0.568938255,Enter
2020-12-30 17:01:34.911000+00:00,0.543221116,Exit
2020-12-30 17:01:34.977000+00:00,0.704740942,Enter
2020-12-30 17:01:35.902000+00:00,0.704740942,Exit
2020-12-30 17:01:35.966000+00:00,0.619009733,Enter
2020-12-30 17:01:36.295000+00:00,0.619009733,Exit
2020-12-30 17:02:00.585000+00:00,0.72750026,Exit
2020-12-30 17:02:05.271000+00:00,0.764392197,Exit
2020-12-30 17:02:05.665000+00:00,0.659779489,Enter
2020-12-30 17:02:05.863000+00:00,0.659779489,Exit
2020-12-30 17:02:26.028000+00:00,0.741663933,Enter
2020-12-30 17:02:26.159000+00:00,0.697788596,Exit
2020-12-30 17:02:26.426000+00:00,0.697788596,Enter
2020-12-30 17:02:28.139000+00:00,0.758361995,Enter
2020-12-30 17:02:40.154000+00:00,0.679364264,Enter
2020-12-30 17:02:49.755000+00:00,0.702305734,Enter
2020-12-30 17:02:51.306000+00:00,0.705837011,Enter
2020-12-30 17:02:51.834000+00:00,0.594372571,Enter
2020-12-30 17:02:53.882000+00:00,0.662325025,Exit
2020-12-30 17:02:54.673000+00:00,0.662325025,Enter
2020-12-30 17:03:12.458000+00:00,0.769966722,Exit
2020-12-30 17:03:53.347000+00:00,0.686721444,Enter
2020-12-30 17:05:07.759000+00:00,0.731243789,Exit
2020-12-30 17:05:10.832000+00:00,0.742333055,Enter
2020-12-30 17:05:48.914000+00:00,0.601163149,Enter
2020-12-30 17:06:07.129000+00:00,0.700452149,Enter
2020-12-30 17:06:36.035000+00:00,0.633124888,Enter
2020-12-30 17:06:51.217000+00:00,0.733343482,Enter
2020-12-30 17:07:13.556000+00:00,0.772602677,Exit
2020-12-30 17:07:14.350000+00:00,0.772602677,Enter
2020-12-30 17:07:45.170000+00:00,0.735410452,Exit
2020-12-30 17:07:45.237000+00:00,0.670749307,Enter
2020-12-30 17:07:46.755000+00:00,0.687102735,Exit
2020-12-30 17:07:55.304000+00:00,0.7387923,Enter
